ID,Brand,Model,Year,Color,Mileage,Price,Condition
8057,BMW,Generic Model 2,2016,Green,132694,9621,Used
8058,BMW,Generic Model 2,1994,Silver,155470,59004,New
8059,Chevrolet,Generic Model 2,1996,Silver,52788,36421,Used
8060,Jeep,Generic Model 2,2021,Green,142146,35421,New
8061,Lexus,Generic Model 2,2016,Silver,181918,18065,New
8062,Nissan,Generic Model 1,1993,Red,154922,14625,New
8063,Nissan,Generic Model 1,2017,White,124134,18921,Used
8064,Volkswagen,Generic Model 1,2019,Silver,60106,72968,Used
8065,Kia,Generic Model 3,2007,White,153879,63476,Used
8066,Chevrolet,Generic Model 3,2002,Blue,16836,38010,New
8067,Jaguar,Generic Model 2,2012,Blue,115260,68498,New
8068,Nissan,Generic Model 2,1990,White,33786,69818,Used
8069,Honda,Fit,2009,Silver,107264,28809,Used
8070,Chevrolet,Generic Model 3,2014,Blue,8882,74317,New
8071,Volkswagen,Generic Model 1,2012,Green,47564,15446,Used
8072,BMW,Generic Model 2,1992,White,76866,58072,Used
8073,Porsche,Generic Model 1,2013,Green,54197,53824,New
8074,Volvo,Generic Model 1,2011,Silver,7612,22790,New
8075,Kia,Generic Model 2,2004,Blue,18267,21858,Used
8076,Volvo,Generic Model 1,1991,Silver,127731,67618,New
8077,Jaguar,Generic Model 3,2016,Blue,89929,73915,Used
8078,Toyota,Highlander,2016,Blue,31191,18392,New
8079,Land Rover,Generic Model 1,2014,White,82243,57175,New
8080,Porsche,Generic Model 3,1999,Blue,169249,21224,New
8081,Land Rover,Generic Model 3,2010,Silver,159406,75703,Used
8082,Lexus,Generic Model 3,2020,Green,43593,36402,New
8083,Volvo,Generic Model 2,2004,White,50565,76378,New
8084,Lexus,Generic Model 3,2016,Green,48796,12965,Used
8085,Volvo,Generic Model 3,2016,Green,35590,21941,New
8086,Jaguar,Generic Model 1,1999,Silver,117984,36772,Used
8087,Porsche,Generic Model 2,2020,Green,22527,27862,Used
8088,Mercedes-Benz,Generic Model 2,2019,Red,15676,19723,Used
8089,Ford,Focus,2019,Black,71064,10041,Used
8090,Honda,Pilot,1991,White,55951,30833,New
8091,Subaru,Generic Model 3,2008,White,38771,62400,New
8092,Ford,Escape,2003,Green,149093,63070,Used
8093,Porsche,Generic Model 2,1992,Silver,145087,58702,New
8094,Volkswagen,Generic Model 3,1994,Red,45284,19126,Used
8095,Tesla,Generic Model 2,2008,Red,191709,68326,Used
8096,Lexus,Generic Model 3,1996,Blue,156264,14248,New
8097,Hyundai,Generic Model 2,1992,Green,46653,39255,New
8098,Volvo,Generic Model 2,2018,Red,89778,35589,Used
8099,Tesla,Generic Model 1,2012,Silver,91410,71181,New
8100,Kia,Generic Model 2,2009,Blue,25381,71833,New
8101,Jaguar,Generic Model 2,2001,White,120233,71911,New
8102,Nissan,Generic Model 2,2014,Blue,141630,64222,New
8103,Hyundai,Generic Model 3,2003,Blue,40169,40215,Used
8104,Volkswagen,Generic Model 3,2020,Silver,79019,38171,New
8105,Nissan,Generic Model 1,2011,White,191412,17150,Used
8106,Toyota,Highlander,1998,Blue,33054,41140,Used
8107,Nissan,Generic Model 2,2002,Silver,170112,54974,New
8108,Porsche,Generic Model 2,2008,Green,95438,37917,New
8109,Tesla,Generic Model 3,2003,Red,142106,17237,Used
8110,Mercedes-Benz,Generic Model 1,2017,Black,37288,73748,Used
8111,Hyundai,Generic Model 3,2020,White,194717,65586,New
8112,Honda,CR-V,2006,Silver,67635,74150,New
8113,Hyundai,Generic Model 3,2005,Green,112107,7512,New
8114,Toyota,RAV4,2010,Blue,55924,49158,New
8115,Nissan,Generic Model 3,1998,Blue,48792,5413,New
8116,Volvo,Generic Model 3,1996,Silver,168267,56054,New
8117,Audi,Generic Model 3,2012,Blue,170866,45134,New
8118,Chevrolet,Generic Model 1,2021,Blue,136984,75535,New
8119,Audi,Generic Model 1,1999,Silver,5646,35170,Used
8120,Porsche,Generic Model 3,2013,Red,160469,74235,Used
8121,BMW,Generic Model 3,1992,Green,15254,7833,New
8122,Mazda,Generic Model 3,2019,Blue,54111,52440,New
8123,Chevrolet,Generic Model 2,2009,White,60414,63307,New
8124,Tesla,Generic Model 1,2016,Green,156905,62186,Used
8125,Nissan,Generic Model 3,2008,Blue,31079,38804,New
8126,Jaguar,Generic Model 2,2015,Green,69288,77253,Used
8127,Porsche,Generic Model 3,2000,Blue,44259,35860,Used
8128,Toyota,Camry,2012,Silver,81048,63226,New
8129,Tesla,Generic Model 2,2006,Silver,117260,35331,New
8130,Mercedes-Benz,Generic Model 1,2006,Silver,75849,54317,New
8131,Chevrolet,Generic Model 1,1990,Silver,61757,5944,New
8132,Porsche,Generic Model 1,2006,Green,78274,54396,New
8133,Land Rover,Generic Model 1,1995,Red,133657,16489,Used
8134,Chevrolet,Generic Model 1,2020,Red,55451,45633,Used
8135,Honda,Accord,2022,Red,10933,52809,Used
8136,Porsche,Generic Model 3,2005,Black,103375,60145,Used
8137,Volvo,Generic Model 3,2001,Green,187553,71571,New
8138,Audi,Generic Model 1,1995,Red,191279,17693,New
8139,Mazda,Generic Model 2,1994,White,34956,32819,New
8140,Volvo,Generic Model 2,2015,Green,36221,26907,New
8141,Toyota,RAV4,2004,Green,119659,32067,Used
8142,Chevrolet,Generic Model 2,1994,Blue,128056,42122,Used
8143,Honda,Fit,2016,Red,536,48009,Used
8144,Mazda,Generic Model 2,1993,Green,65657,74649,New
8145,Volkswagen,Generic Model 2,2000,Green,72953,79202,New
8146,Tesla,Generic Model 3,1998,Blue,198627,76230,Used
8147,Subaru,Generic Model 1,2004,Blue,125710,69249,Used
8148,Volvo,Generic Model 1,2021,Green,198036,31286,New
8149,Toyota,Highlander,1995,White,70852,26911,Used
8150,Mazda,Generic Model 2,2019,White,56150,6062,New
8151,Toyota,RAV4,2006,Green,66233,46977,Used
8152,Toyota,Tacoma,1994,Blue,73425,62466,New
8153,Toyota,Highlander,2012,Green,118273,26031,New
8154,Jeep,Generic Model 3,2022,White,183884,21541,New
8155,Nissan,Generic Model 1,2011,Green,124199,13102,New
8156,Subaru,Generic Model 1,2018,Silver,89611,12428,Used
8157,Audi,Generic Model 2,2016,Black,174334,49986,Used
8158,Lexus,Generic Model 3,2009,White,55567,21515,New
8159,Hyundai,Generic Model 1,2015,Black,195621,13206,New
8160,Jeep,Generic Model 3,2019,Green,126170,72950,New
8161,Ford,Explorer,2011,White,185321,24053,New
8162,BMW,Generic Model 2,2020,Green,140388,14110,Used
8163,Jeep,Generic Model 1,1990,Silver,54498,25406,Used
8164,Volkswagen,Generic Model 3,1991,Black,4408,62788,Used
8165,Volvo,Generic Model 1,2016,Black,31374,13918,Used
8166,Volvo,Generic Model 3,1999,White,74654,5740,Used
8167,Kia,Generic Model 1,2004,Blue,79145,31156,New
8168,Jeep,Generic Model 1,2010,Red,5795,76427,Used
8169,Subaru,Generic Model 2,2008,Green,191871,76815,New
8170,Jeep,Generic Model 1,1991,Green,111505,48287,New
8171,Hyundai,Generic Model 2,1998,Blue,5201,52394,Used
8172,Nissan,Generic Model 3,2014,Blue,67616,25942,New
8173,Hyundai,Generic Model 3,2014,White,72843,36715,Used
8174,Toyota,Prius,1993,White,55325,37824,New
8175,Audi,Generic Model 2,1996,White,87915,53451,New
8176,Audi,Generic Model 2,2003,Silver,168334,21650,New
8177,Hyundai,Generic Model 3,2009,Blue,169314,11928,Used
8178,Subaru,Generic Model 2,2002,Black,183367,19130,Used
8179,Volkswagen,Generic Model 3,2018,Blue,154982,42348,New
8180,Hyundai,Generic Model 2,2021,Green,175080,61775,Used
8181,Nissan,Generic Model 2,1997,Red,67425,10115,Used
8182,Volvo,Generic Model 1,2010,Green,156489,48852,Used
8183,Nissan,Generic Model 2,2017,Green,146296,10534,New
8184,Lexus,Generic Model 3,2018,Green,142952,47802,Used
8185,Honda,Fit,2009,Green,187620,55532,Used
8186,Lexus,Generic Model 2,2007,White,47739,62879,New
8187,Jeep,Generic Model 2,2014,White,100056,28244,Used
8188,Mercedes-Benz,Generic Model 3,2000,Silver,553,39525,New
8189,Kia,Generic Model 2,2009,Silver,7769,12932,New
8190,Honda,Fit,1994,Red,113525,63319,New
8191,Volvo,Generic Model 2,1992,Green,99879,37170,New
8192,Mercedes-Benz,Generic Model 2,2013,Blue,76903,57563,Used
8193,Land Rover,Generic Model 3,2022,Black,31375,45512,New
8194,Land Rover,Generic Model 3,1994,Green,162972,38314,New
8195,Ford,Edge,2006,Red,13743,79139,New
8196,Ford,Edge,2014,Silver,32666,69265,New
8197,Kia,Generic Model 3,2018,Green,66706,21598,Used
8198,Lexus,Generic Model 2,2018,Silver,165562,14740,Used
8199,Tesla,Generic Model 3,2001,Red,172923,21643,New
8200,Volkswagen,Generic Model 2,2008,Blue,8529,69801,Used
8201,Audi,Generic Model 3,2015,Red,5977,72065,Used
8202,Porsche,Generic Model 2,2020,White,84136,41451,New
8203,Jeep,Generic Model 1,2000,Black,175861,33444,New
8204,Mazda,Generic Model 2,2019,Green,124863,21723,New
8205,BMW,Generic Model 2,1997,Black,125735,34380,New
8206,Land Rover,Generic Model 1,2020,Green,12209,5880,Used
8207,Kia,Generic Model 1,2011,Blue,190088,7025,Used
8208,Ford,Mustang,1998,Red,120431,69654,New
8209,Mercedes-Benz,Generic Model 2,1995,Green,108496,75729,New
8210,Chevrolet,Generic Model 1,2017,Silver,72784,14844,New
8211,Nissan,Generic Model 1,2005,Black,99290,78006,New
8212,Chevrolet,Generic Model 3,1991,Green,125848,37119,New
8213,Jeep,Generic Model 1,1994,White,123299,61313,Used
8214,Volvo,Generic Model 2,2022,Green,21082,31653,New
8215,Chevrolet,Generic Model 3,1990,Black,175193,5477,New
8216,Jaguar,Generic Model 1,2018,Green,83249,77738,New
8217,Lexus,Generic Model 1,2017,Black,45939,21718,New
8218,Ford,Explorer,1991,Silver,160430,24274,New
8219,Tesla,Generic Model 2,2003,Blue,91819,23048,Used
8220,Tesla,Generic Model 2,2014,Black,21092,71941,Used
8221,Audi,Generic Model 3,1995,Black,116555,10239,New
8222,Lexus,Generic Model 2,1990,Green,194106,55945,New
8223,Volvo,Generic Model 3,2014,Black,55017,32728,New
8224,Nissan,Generic Model 1,2021,Green,184636,49526,New
8225,Audi,Generic Model 1,2006,Blue,180237,33660,Used
8226,Jeep,Generic Model 2,1991,Silver,20683,72632,Used
8227,Land Rover,Generic Model 3,2000,Red,33262,62298,New
8228,Ford,Focus,2019,Black,11584,19441,New
8229,Chevrolet,Generic Model 2,2022,Blue,178663,39281,Used
8230,Lexus,Generic Model 3,2019,Blue,89601,41978,Used
8231,Land Rover,Generic Model 3,1998,Silver,23158,14835,New
8232,Volvo,Generic Model 2,1991,Red,82524,38793,Used
8233,Audi,Generic Model 3,2020,White,122550,49378,New
8234,Kia,Generic Model 3,2003,Blue,37712,10732,Used
8235,Chevrolet,Generic Model 3,2015,Green,39729,56737,Used
8236,Volvo,Generic Model 1,2002,Green,186034,27557,New
8237,Lexus,Generic Model 1,2020,Silver,138050,33696,Used
8238,Hyundai,Generic Model 2,2001,Silver,123748,71802,New
8239,Mazda,Generic Model 1,2013,Silver,64247,19710,New
8240,Hyundai,Generic Model 2,2012,Blue,134368,23338,Used
8241,Jaguar,Generic Model 2,1994,White,181014,26703,New
8242,Ford,Edge,2005,Blue,173807,72057,Used
8243,Land Rover,Generic Model 2,2000,Green,149930,77310,New
8244,Toyota,Camry,2020,Blue,90521,23929,New
8245,BMW,Generic Model 3,1997,White,188424,9406,Used
8246,Mazda,Generic Model 2,2005,Red,186205,78309,Used
8247,Porsche,Generic Model 2,2016,Black,29735,71566,New
8248,Tesla,Generic Model 3,2008,Silver,161628,38346,Used
8249,BMW,Generic Model 3,2009,Blue,30201,6203,New
8250,Jeep,Generic Model 2,2022,Blue,154016,50726,Used
8251,Jeep,Generic Model 1,1994,Blue,149768,12027,New
8252,Mercedes-Benz,Generic Model 1,1997,Blue,181211,37447,Used
8253,Honda,CR-V,1992,Black,45804,29193,New
8254,BMW,Generic Model 1,2016,Blue,48731,43012,New
8255,Volkswagen,Generic Model 2,1999,Black,6313,9836,New
8256,Volvo,Generic Model 3,2003,Black,123558,12904,New
8257,Porsche,Generic Model 1,2016,White,91689,38945,New
8258,Chevrolet,Generic Model 2,2015,Blue,65186,72720,Used
8259,Toyota,Highlander,2017,White,26785,22105,Used
8260,Volvo,Generic Model 2,2003,Green,83010,36975,New
8261,Jeep,Generic Model 2,2020,Silver,136632,60820,Used
8262,Kia,Generic Model 2,1994,Silver,91681,10810,New
8263,Audi,Generic Model 3,2005,Silver,46702,32654,Used
8264,Kia,Generic Model 1,2019,White,164575,18389,Used
8265,Volvo,Generic Model 3,2001,White,8016,48883,New
8266,Chevrolet,Generic Model 2,1990,Green,36357,72549,New
8267,Mazda,Generic Model 2,2000,Green,52859,35064,Used
8268,Mercedes-Benz,Generic Model 3,1994,Red,186751,45145,New
8269,Tesla,Generic Model 2,2000,Red,95596,53504,New
8270,Toyota,Tacoma,2018,Red,176213,46172,Used
8271,Toyota,Prius,1990,Silver,195635,60029,Used
8272,Jaguar,Generic Model 3,2002,White,40724,17370,New
8273,Ford,Focus,2007,Silver,57665,15972,Used
8274,Jaguar,Generic Model 2,2008,Blue,94818,30488,Used
8275,Kia,Generic Model 1,2010,Green,82988,60897,Used
8276,Kia,Generic Model 2,1999,White,166610,75486,Used
8277,BMW,Generic Model 3,2006,Green,155722,45707,New
8278,Land Rover,Generic Model 1,2012,Red,28736,25727,New
8279,Lexus,Generic Model 1,2014,Red,75783,26760,Used
8280,Nissan,Generic Model 2,1998,White,44235,58465,New
8281,Toyota,Highlander,2004,Green,96911,54306,New
8282,Tesla,Generic Model 3,2009,Silver,181238,24164,New
8283,Kia,Generic Model 2,2013,Silver,61623,54617,New
8284,Lexus,Generic Model 2,2001,White,48675,58938,Used
8285,Mazda,Generic Model 2,1996,White,132950,65952,New
8286,Land Rover,Generic Model 3,2007,Green,22073,49327,Used
8287,Toyota,Highlander,1999,Green,185177,56161,New
8288,Ford,Edge,2022,White,146810,43937,Used
8289,Subaru,Generic Model 2,1996,Blue,18914,14105,New
8290,Mercedes-Benz,Generic Model 1,2006,White,38664,71600,New
8291,Toyota,Tacoma,1990,Silver,113892,5292,New
8292,Chevrolet,Generic Model 3,2010,Blue,98945,17240,New
8293,Ford,Mustang,1998,Green,197304,73378,New
8294,Honda,Civic,2021,Blue,67831,77080,New
8295,Honda,Pilot,2015,Red,15523,77666,New
8296,Porsche,Generic Model 3,1991,White,164950,28115,New
8297,Volkswagen,Generic Model 3,2006,White,89675,46750,New
8298,Lexus,Generic Model 3,2014,Green,81452,23019,Used
8299,Jeep,Generic Model 1,1997,Blue,129938,43716,Used
8300,Land Rover,Generic Model 1,1997,Silver,80475,45550,Used
8301,Toyota,Camry,1993,Silver,64211,6454,New
8302,Chevrolet,Generic Model 3,2002,Silver,167868,58569,Used
8303,Subaru,Generic Model 2,2004,Black,37370,50279,New
8304,Lexus,Generic Model 1,2007,Red,185342,42885,New
8305,Toyota,Corolla,1993,Silver,115793,57381,New
8306,Jeep,Generic Model 2,2013,Silver,144716,12901,Used
8307,Mercedes-Benz,Generic Model 2,2000,Green,142081,66876,New
8308,Toyota,Highlander,2008,Green,161964,41583,Used
8309,Mazda,Generic Model 1,1998,Blue,176990,72067,Used
8310,Mazda,Generic Model 3,1997,White,108388,65560,Used
8311,Jeep,Generic Model 2,2010,Red,19195,13470,New
8312,Tesla,Generic Model 1,2010,Black,86367,54359,Used
8313,Ford,F-150,2000,Silver,72526,78835,Used
8314,Tesla,Generic Model 1,2008,White,184494,66601,New
8315,Jeep,Generic Model 1,2020,Blue,137400,35133,New
8316,Chevrolet,Generic Model 1,2018,White,12583,17572,New
8317,Lexus,Generic Model 3,1999,Silver,86906,43915,New
8318,Chevrolet,Generic Model 1,2007,Green,119802,7534,Used
8319,Mercedes-Benz,Generic Model 2,1995,Green,120346,51169,New
8320,Hyundai,Generic Model 1,2006,White,45779,69597,New
8321,Chevrolet,Generic Model 1,2021,Red,6667,26758,Used
8322,BMW,Generic Model 1,2008,Green,45101,71258,New
8323,Lexus,Generic Model 1,1991,Green,197099,8509,Used
8324,Land Rover,Generic Model 2,1990,White,170881,54086,Used
8325,Hyundai,Generic Model 3,1992,Red,125746,68997,Used
8326,Toyota,Highlander,2009,Silver,78478,31930,Used
8327,Mazda,Generic Model 1,2004,Blue,130686,61865,New
8328,Volvo,Generic Model 1,2022,White,172473,22848,Used
8329,Kia,Generic Model 1,2013,Green,119611,11033,Used
8330,Subaru,Generic Model 3,2019,Blue,109375,27786,New
8331,Volkswagen,Generic Model 2,1994,Silver,108561,5999,New
8332,Nissan,Generic Model 3,1995,Silver,133739,57181,Used
8333,BMW,Generic Model 3,2021,Red,68867,39856,Used
8334,Subaru,Generic Model 2,1995,Red,121940,77190,New
8335,Toyota,Camry,1991,Green,92757,47211,New
8336,BMW,Generic Model 3,2007,White,54369,69833,New
8337,Toyota,Camry,1994,Black,70075,76310,Used
8338,Kia,Generic Model 1,1998,Green,133416,19195,New
8339,Toyota,Corolla,2008,Red,16654,8797,Used
8340,Mercedes-Benz,Generic Model 3,2013,Red,192607,65932,New
8341,Audi,Generic Model 3,1994,Green,57877,44810,Used
8342,BMW,Generic Model 3,2002,Green,124707,47855,Used
8343,Chevrolet,Generic Model 1,2017,White,119051,25477,Used
8344,BMW,Generic Model 1,2005,Silver,169650,73942,New
8345,Chevrolet,Generic Model 3,2014,Red,66147,75040,Used
8346,Volkswagen,Generic Model 2,1993,Blue,81659,10089,Used
8347,Audi,Generic Model 2,1995,Green,60477,11469,Used
8348,Hyundai,Generic Model 1,2018,White,91402,24218,Used
8349,Ford,Focus,2011,Red,37755,76906,Used
8350,Land Rover,Generic Model 3,2021,Blue,87972,76018,Used
8351,Land Rover,Generic Model 3,2010,Blue,163924,60252,New
8352,Subaru,Generic Model 3,1992,Red,174935,27531,Used
8353,Lexus,Generic Model 3,1999,Silver,177445,53852,Used
8354,Mazda,Generic Model 2,2011,Red,39469,23646,Used
8355,BMW,Generic Model 3,2022,White,51915,53008,New
8356,Ford,Focus,2021,Black,93673,70990,Used
8357,Tesla,Generic Model 3,2016,Silver,40904,65311,New
8358,Toyota,Camry,1990,Red,28213,41040,New
8359,Audi,Generic Model 3,2013,Black,48667,11971,New
8360,Kia,Generic Model 1,2015,Silver,144594,25652,Used
8361,Subaru,Generic Model 2,2017,White,159904,45350,New
8362,Hyundai,Generic Model 1,1995,White,156699,50389,Used
8363,Volvo,Generic Model 2,2020,Black,145606,19313,Used
8364,Kia,Generic Model 1,2016,Black,35456,74768,New
8365,Tesla,Generic Model 1,1996,Black,137353,30809,Used
8366,Tesla,Generic Model 3,2011,White,24062,73854,Used
8367,Tesla,Generic Model 3,2016,Green,110310,19921,Used
8368,Porsche,Generic Model 1,2006,White,137776,17621,New
8369,Toyota,Prius,1990,Green,56827,72006,Used
8370,Land Rover,Generic Model 2,2015,Red,4299,72558,New
8371,Kia,Generic Model 3,1995,White,993,76078,New
8372,Ford,Focus,1996,Black,88192,61192,New
8373,Porsche,Generic Model 1,2016,Red,81382,27973,New
8374,Ford,Mustang,2021,Black,159321,78498,New
8375,Porsche,Generic Model 2,1996,Green,179407,62921,Used
8376,Jeep,Generic Model 1,1998,Blue,27001,34913,Used
8377,Volvo,Generic Model 2,2021,Green,117783,74664,Used
8378,Subaru,Generic Model 2,2000,White,46460,28763,New
8379,Lexus,Generic Model 2,1997,Silver,114609,32455,Used
8380,Mazda,Generic Model 3,2005,Green,26100,17510,New
8381,Chevrolet,Generic Model 2,1996,Black,190361,8817,New
8382,Mazda,Generic Model 2,1994,Silver,60254,6632,Used
8383,Jeep,Generic Model 1,2012,Red,61060,51089,New
8384,Porsche,Generic Model 3,2013,Silver,19542,12516,Used
8385,Chevrolet,Generic Model 3,2002,Green,14099,68931,New
8386,Porsche,Generic Model 1,2017,Blue,28993,11409,New
8387,Chevrolet,Generic Model 1,2011,White,11741,20101,New
8388,Honda,Fit,2021,Green,119417,44438,New
8389,Mazda,Generic Model 1,2008,Green,139401,77155,New
8390,Mercedes-Benz,Generic Model 3,2008,Silver,15364,42666,Used
8391,Subaru,Generic Model 2,2011,Blue,104489,11145,New
8392,Lexus,Generic Model 1,2012,Black,5569,26713,New
8393,Volvo,Generic Model 3,2007,Black,150620,27756,New
8394,BMW,Generic Model 1,1997,Silver,140591,16456,Used
8395,Porsche,Generic Model 1,2009,Red,152290,77840,New
8396,Land Rover,Generic Model 2,1994,Silver,34667,26757,New
8397,Porsche,Generic Model 2,2021,Red,121522,29157,New
8398,Toyota,RAV4,2006,Green,92208,60311,New
8399,Lexus,Generic Model 2,1998,Black,21840,39296,Used
8400,Toyota,Corolla,2010,Green,166828,49434,Used
8401,Hyundai,Generic Model 2,2012,Red,68044,5634,New
8402,Volvo,Generic Model 2,2003,Green,40425,24197,New
8403,Land Rover,Generic Model 1,1999,Green,43444,12735,New
8404,Jeep,Generic Model 2,1990,Green,126277,41063,New
8405,Hyundai,Generic Model 3,2017,Blue,7062,59117,New
8406,Tesla,Generic Model 2,2008,Silver,18668,53376,Used
8407,Volkswagen,Generic Model 1,2016,Black,84131,5811,New
8408,Volkswagen,Generic Model 1,2000,Silver,101486,43483,New
8409,BMW,Generic Model 3,2013,Silver,179377,75199,New
8410,Kia,Generic Model 3,2012,Blue,73843,49472,New
8411,Mazda,Generic Model 2,2008,Red,173587,28592,Used
8412,Jeep,Generic Model 3,1992,Blue,80419,38566,Used
8413,Audi,Generic Model 2,1994,White,161559,21534,Used
8414,Hyundai,Generic Model 2,2001,Green,158354,50950,Used
8415,Audi,Generic Model 2,2006,Silver,126384,53373,Used
8416,Chevrolet,Generic Model 1,1996,Silver,103497,17027,Used
8417,Mercedes-Benz,Generic Model 1,2006,White,182825,31450,Used
8418,Kia,Generic Model 1,2001,Silver,186481,18013,New
8419,Lexus,Generic Model 1,1990,Blue,178232,62122,Used
8420,Honda,Accord,2021,Black,40570,58272,New
8421,Hyundai,Generic Model 2,1992,Black,179454,63394,Used
8422,BMW,Generic Model 3,2002,Blue,148123,41966,New
8423,Volvo,Generic Model 2,2001,White,16973,78435,New
8424,Toyota,RAV4,2002,Blue,69412,31039,New
8425,Tesla,Generic Model 3,1993,Blue,164100,47608,Used
8426,Jeep,Generic Model 3,2004,Blue,5800,65983,New
8427,Land Rover,Generic Model 3,1999,Black,114143,35875,Used
8428,Lexus,Generic Model 1,1990,Green,146478,55087,New
8429,Lexus,Generic Model 1,1999,Blue,26914,65850,New
8430,Kia,Generic Model 3,2009,Green,52764,7029,Used
8431,Nissan,Generic Model 2,2004,White,184483,50913,Used
8432,Mazda,Generic Model 1,1995,Silver,47315,40566,Used
8433,Subaru,Generic Model 1,2013,Silver,72318,12939,New
8434,Mazda,Generic Model 3,2008,Silver,6085,24604,Used
8435,Jaguar,Generic Model 2,2010,Blue,157859,33074,New
8436,BMW,Generic Model 2,1995,Blue,100485,31527,Used
8437,BMW,Generic Model 1,1996,Red,165990,64033,New
8438,Jaguar,Generic Model 1,2000,Red,102993,77603,New
8439,Audi,Generic Model 3,2002,Red,66983,69066,Used
8440,Tesla,Generic Model 1,1996,Black,104491,63573,New
8441,BMW,Generic Model 2,2011,Blue,84379,20845,Used
8442,Land Rover,Generic Model 2,1997,Silver,30066,62972,Used
8443,Toyota,Prius,2003,Red,196720,30185,Used
8444,Jaguar,Generic Model 1,1995,Green,116421,27234,New
8445,Audi,Generic Model 1,2009,Red,176473,74738,Used
8446,Chevrolet,Generic Model 3,2017,Black,106385,54489,Used
8447,Mazda,Generic Model 3,2021,Green,131413,59536,New
8448,Porsche,Generic Model 3,2003,Black,10313,54169,Used
8449,Nissan,Generic Model 3,1999,Blue,17757,36547,New
8450,Volkswagen,Generic Model 3,2015,Blue,102247,30329,Used
8451,Subaru,Generic Model 2,2006,Black,14697,15009,New
8452,Jaguar,Generic Model 1,2004,Black,22255,8466,New
8453,Chevrolet,Generic Model 1,2020,Red,152087,69586,Used
8454,Honda,Odyssey,2019,Silver,194294,14494,Used
8455,Mazda,Generic Model 3,2005,Green,146314,38732,New
8456,Mercedes-Benz,Generic Model 1,2013,Black,26009,18774,Used
8457,Land Rover,Generic Model 2,1994,Green,106486,68116,Used
8458,Chevrolet,Generic Model 2,2018,Silver,138106,8008,Used
8459,Kia,Generic Model 1,2014,Silver,18881,31628,New
8460,Porsche,Generic Model 1,2012,Silver,122925,31712,New
8461,Mercedes-Benz,Generic Model 3,2018,Blue,17859,59114,New
8462,Volkswagen,Generic Model 3,2011,White,40985,35934,Used
8463,Lexus,Generic Model 1,1998,Blue,92287,62610,New
8464,Toyota,RAV4,1998,Blue,110419,22169,New
8465,Kia,Generic Model 1,2007,White,161821,18204,New
8466,Mazda,Generic Model 3,2020,Red,162437,74201,Used
8467,Hyundai,Generic Model 1,1999,Silver,69490,17996,New
8468,Hyundai,Generic Model 3,2003,Red,96295,45560,Used
8469,Nissan,Generic Model 3,2003,Silver,64507,19413,Used
8470,Chevrolet,Generic Model 1,1990,White,79505,33165,New
8471,Ford,Mustang,2014,Silver,31763,69595,New
8472,Mazda,Generic Model 1,2007,Blue,6737,61882,New
8473,Tesla,Generic Model 3,2016,Blue,46905,48903,New
8474,Nissan,Generic Model 1,2000,Red,126978,38001,New
8475,Chevrolet,Generic Model 3,2005,Red,51325,20019,Used
8476,Volkswagen,Generic Model 2,1994,Silver,162170,20382,Used
8477,Mercedes-Benz,Generic Model 2,2001,Red,87570,59310,New
8478,BMW,Generic Model 1,2013,Green,71796,22187,Used
8479,Kia,Generic Model 1,2020,Green,129625,28191,Used
8480,Volkswagen,Generic Model 1,2006,Red,114039,48896,Used
8481,BMW,Generic Model 3,2010,Silver,195762,32104,New
8482,Volkswagen,Generic Model 3,2015,Blue,106741,70105,Used
8483,Jeep,Generic Model 3,1998,Silver,78599,16282,Used
8484,Honda,Accord,1998,Blue,61331,62071,New
8485,Tesla,Generic Model 2,2019,Blue,50250,53826,New
8486,Ford,Explorer,1995,White,133947,15546,Used
8487,Jaguar,Generic Model 3,1999,Green,165678,30861,Used
8488,Volvo,Generic Model 3,2015,Red,133142,66122,New
8489,Kia,Generic Model 2,1999,Green,179393,71848,New
8490,Hyundai,Generic Model 3,2016,Red,21243,67247,New
8491,Land Rover,Generic Model 3,2000,Silver,121701,70331,Used
8492,Ford,Focus,2020,White,157265,32935,New
8493,Volvo,Generic Model 2,2022,Green,46926,57052,Used
8494,Tesla,Generic Model 2,2010,Red,168134,57657,New
8495,Porsche,Generic Model 2,2020,Black,198587,35955,Used
8496,Hyundai,Generic Model 3,2020,Silver,50839,73953,New
8497,Lexus,Generic Model 1,2010,Green,35621,64818,New
8498,BMW,Generic Model 1,2022,Black,32388,77167,New
8499,Jaguar,Generic Model 1,2004,White,74541,49162,Used
8500,Hyundai,Generic Model 3,2004,White,127973,64111,Used
8501,Toyota,Prius,1998,Blue,115216,16970,New
8502,Jeep,Generic Model 2,2011,Black,111554,67061,New
8503,Jaguar,Generic Model 2,1990,White,110622,18753,New
8504,Toyota,Prius,1991,Silver,161596,25993,Used
8505,Land Rover,Generic Model 3,2003,Black,191771,18466,Used
8506,Hyundai,Generic Model 2,1994,Red,120414,30848,New
8507,Audi,Generic Model 1,2003,Green,129447,59805,New
8508,Jeep,Generic Model 2,2002,Blue,189430,35296,Used
8509,Land Rover,Generic Model 1,2020,Blue,87015,79684,New
8510,Hyundai,Generic Model 1,2019,White,81871,34548,New
8511,Volvo,Generic Model 2,2003,Red,147389,27062,New
8512,Audi,Generic Model 1,1994,Green,109563,11685,New
8513,BMW,Generic Model 3,1996,Silver,129722,67623,Used
8514,Mazda,Generic Model 1,1996,Blue,102688,57440,Used
